emission_time spot_size gun_phase solenoid_strength
0.0023108045764148734 0.2212460625968563 7.6212123261891165 0.1700159150269918
0.003205103307422322 0.2548330275087181 2.888893025892319 0.17823024296639273
0.0038775872396238534 0.2159468888213208 -1.709759847665719 0.2577969323981526
0.0024623918600990024 0.2690436324210944 -3.54424314701226 0.28677939975216804
0.0038068700083687 0.22779872025507042 -6.958940390763457 0.17408310405195335
0.003938543249649103 0.29236890480132927 0.40144872524295394 0.27742547595112577
0.0023695401121171943 0.2833749760014463 -5.487993878751174 0.1563170201351898
0.003592024319785349 0.21691097312397717 -6.600583726503171 0.23798078212443374
0.003637468448755135 0.20452504579208075 -4.6635453712802395 0.24494730253492114
0.0032902916913266265 0.21082341664043733 5.363792865391462 0.23366420345730726
0.004228578917492339 0.2114052076392495 -0.31088429000548246 0.22297009594323725
0.0021387965656335536 0.29202818530017366 -2.0361787402327796 0.2088959737953192
0.0027551331302362076 0.21531548188533656 9.606086964994226 0.24362826605920995
0.002517474624779384 0.26439136326064144 -4.620838095696751 0.17535801040163698
0.002616533264509298 0.2952625812486026 5.932506784021118 0.18480187516833443
0.0034198616380577192 0.2594392045249764 8.798086514419381 0.16625104333787732
0.004163852390832637 0.18497233049186285 5.6466885386596815 0.21744949819264808
0.003183671712905547 0.21859968899992568 -3.683540859633963 0.16765773184182275
0.0028836631493410403 0.28518654512077746 -6.141026351072487 0.1844463245237316
0.004168842823741158 0.25235358776717276 -8.369740077424934 0.1782506788689718
0.0026909673464514615 0.19024731296874495 9.975213575560307 0.213007031014122
0.0040158197249256355 0.23950251324059116 9.56449292729635 0.26044169379552407
0.002924798342869053 0.22311394855593075 -0.3023935048479771 0.2928324682249649
0.002507208592516084 0.19454163216671 7.342878520989711 0.18622082669743495
0.0027717144526231666 0.22508172518471486 -7.34336885780853 0.24678677313488145
0.004106203333292546 0.2681565986259366 -1.974177923844902 0.2646030922653723
0.003988420569117531 0.21230009873401556 -8.620732415622337 0.1795304662099494
0.003119320635157977 0.28977030903338463 7.690733387367047 0.19747425354447415
0.0032866667221313835 0.24405775977469013 7.425654274092789 0.19183255023362838
0.003603334926497147 0.2347333804141179 3.5428237337144033 0.20564928671078536
0.004014070851801034 0.2608821788966586 4.2228477015252786 0.2755944706301001
0.0030179379488088354 0.26411467201967914 -0.15242036147941995 0.26190764433845126
0.0037292477736510597 0.257721821593945 -1.3455581246920563 0.16551432741263952
0.003610252989215478 0.23352868668145726 2.6499293780768163 0.16429952415061463
0.004226557488622898 0.20458104289450638 3.547209410104518 0.20300407473619136
0.002681051858730528 0.24780264424573795 3.8792961283204477 0.2919339314491774
